,market,platform,from,to,transition_probability,weight,group
"312","market2","IOS APP","P18","P10",0.670151770657673,0.0107270128977406,"group4"
"313","market2","IOS APP","P18","AppClose",0.069814502529511,0.0107270128977406,"group4"
"314","market2","IOS APP","P18","P8",0.156829679595278,0.0107270128977406,"group4"
"315","market2","IOS APP","P18","P19",0.0225969645868465,0.0107270128977406,"group4"
"316","market2","IOS APP","P18","P22",0.0195615514333895,0.0107270128977406,"group4"
"317","market2","IOS APP","P18","P9",0.0276559865092749,0.0107270128977406,"group4"
"318","market2","IOS APP","P18","P1",0.00843170320404722,0.0107270128977406,"group4"
"319","market2","IOS APP","P18","P4",0.00809443507588533,0.0107270128977406,"group4"
"320","market2","IOS APP","P18","P14",0.00202360876897133,0.0107270128977406,"group4"
"321","market2","IOS APP","P18","P23",0.00775716694772344,0.0107270128977406,"group4"
"322","market2","IOS APP","P18","P20",0.00236087689713322,0.0107270128977406,"group4"
"323","market2","IOS APP","P18","P24",0.000674536256323777,0.0107270128977406,"group4"
"324","market2","IOS APP","P18","P17",0.000337268128161889,0.0107270128977406,"group4"
"325","market2","IOS APP","P18","B2",0.000337268128161889,0.0107270128977406,"group4"
"326","market2","IOS APP","P18","P12",0.00236087689713322,0.0107270128977406,"group4"
"327","market2","IOS APP","P18","P16",0.000337268128161889,0.0107270128977406,"group4"
"328","market2","IOS APP","P18","P21",0.000337268128161889,0.0107270128977406,"group4"
"329","market2","IOS APP","P18","P7",0.000337268128161889,0.0107270128977406,"group4"
"330","market2","IOS APP","P19","P4",0.984087479973246,0.465179718167182,"group4"
"331","market2","IOS APP","P19","AppClose",0.00556860427133724,0.465179718167182,"group4"
"332","market2","IOS APP","P19","P10",0.00783959930936863,0.465179718167182,"group4"
"333","market2","IOS APP","P19","P21",0.000738851125386925,0.465179718167182,"group4"
"334","market2","IOS APP","P19","P23",0.000132215464542923,0.465179718167182,"group4"
"335","market2","IOS APP","P19","P1",0.000762183266188617,0.465179718167182,"group4"
"336","market2","IOS APP","P19","P15",0.000171102365879077,0.465179718167182,"group4"
"337","market2","IOS APP","P19","P14",0.000225544027749693,0.465179718167182,"group4"
"338","market2","IOS APP","P19","P3",8.55511829395386e-05,0.465179718167182,"group4"
"339","market2","IOS APP","P19","P16",3.88869013361539e-05,0.465179718167182,"group4"
"340","market2","IOS APP","P19","P18",0.000186657126413539,0.465179718167182,"group4"
"341","market2","IOS APP","P19","P20",2.33321408016924e-05,0.465179718167182,"group4"
"342","market2","IOS APP","P19","P12",8.55511829395386e-05,0.465179718167182,"group4"
"343","market2","IOS APP","P19","P9",7.77738026723079e-06,0.465179718167182,"group4"
"344","market2","IOS APP","P19","P17",3.88869013361539e-05,0.465179718167182,"group4"
"345","market2","IOS APP","P19","P8",7.77738026723079e-06,0.465179718167182,"group4"
"346","market2","IOS APP","P23","AppClose",0.514472965592572,0.0132486749516109,"group4"
"347","market2","IOS APP","P23","B3",0.0516111414527581,0.0132486749516109,"group4"
"348","market2","IOS APP","P23","P6",0.0876570180229383,0.0132486749516109,"group4"
"349","market2","IOS APP","P23","P19",0.0797378481703987,0.0132486749516109,"group4"
"350","market2","IOS APP","P23","P7",0.150737302020754,0.0132486749516109,"group4"
"351","market2","IOS APP","P23","P11",0.0354997269251775,0.0132486749516109,"group4"
"352","market2","IOS APP","P23","P5",0.0204806116876024,0.0132486749516109,"group4"
"353","market2","IOS APP","P23","P15",0.0062807209175314,0.0132486749516109,"group4"
"354","market2","IOS APP","P23","P16",0.0131075914800655,0.0132486749516109,"group4"
"355","market2","IOS APP","P23","P14",0.00901146914254506,0.0132486749516109,"group4"
"356","market2","IOS APP","P23","P1",0.0122883670125614,0.0132486749516109,"group4"
"357","market2","IOS APP","P23","P12",0.00464227198252321,0.0132486749516109,"group4"
"358","market2","IOS APP","P23","P10",0.00273074822501365,0.0132486749516109,"group4"
"359","market2","IOS APP","P23","P24",0.000819224467504096,0.0132486749516109,"group4"
"360","market2","IOS APP","P23","P21",0.00136537411250683,0.0132486749516109,"group4"
"361","market2","IOS APP","P23","P17",0.00136537411250683,0.0132486749516109,"group4"
"362","market2","IOS APP","P23","P20",0.00245767340251229,0.0132486749516109,"group4"
"363","market2","IOS APP","P23","P4",0.00382304751501912,0.0132486749516109,"group4"
"364","market2","IOS APP","P23","P18",0.00163844893500819,0.0132486749516109,"group4"
"365","market2","IOS APP","P23","P8",0.000273074822501365,0.0132486749516109,"group4"
"366","market2","IOS APP","P20","AppClose",0.344859171055645,0.0157992800419674,"group4"
"367","market2","IOS APP","P20","P19",0.327455919395466,0.0157992800419674,"group4"
"368","market2","IOS APP","P20","P2",0.19784749255782,0.0157992800419674,"group4"
"369","market2","IOS APP","P20","P15",0.0139683993588276,0.0157992800419674,"group4"
"370","market2","IOS APP","P20","P4",0.0403022670025189,0.0157992800419674,"group4"
"371","market2","IOS APP","P20","B1",0.00228990153423403,0.0157992800419674,"group4"
"372","market2","IOS APP","P20","B2",0.00480879322189146,0.0157992800419674,"group4"
"373","market2","IOS APP","P20","P23",0.00572475383558507,0.0157992800419674,"group4"
"374","market2","IOS APP","P20","B3",0.00251889168765743,0.0157992800419674,"group4"
"375","market2","IOS APP","P20","P12",0.00595374398900847,0.0157992800419674,"group4"
"376","market2","IOS APP","P20","P14",0.00709869475612549,0.0157992800419674,"group4"
"377","market2","IOS APP","P20","P24",0.00457980306846806,0.0157992800419674,"group4"
"378","market2","IOS APP","P20","P1",0.0139683993588276,0.0157992800419674,"group4"
"379","market2","IOS APP","P20","P16",0.00366384245477444,0.0157992800419674,"group4"
"380","market2","IOS APP","P20","P6",0.00389283260819785,0.0157992800419674,"group4"
"381","market2","IOS APP","P20","P7",0.0103045569040531,0.0157992800419674,"group4"
"382","market2","IOS APP","P20","P10",0.00503778337531486,0.0157992800419674,"group4"
"383","market2","IOS APP","P20","P17",0.00114495076711701,0.0157992800419674,"group4"
"384","market2","IOS APP","P20","P21",0.000457980306846806,0.0157992800419674,"group4"
"385","market2","IOS APP","P20","P3",0.000228990153423403,0.0157992800419674,"group4"
"386","market2","IOS APP","P20","P18",0.00343485230135104,0.0157992800419674,"group4"
"387","market2","IOS APP","P20","P5",0.000457980306846806,0.0157992800419674,"group4"
"388","market2","IOS APP","P24","AppClose",0.264393515930688,0.00647238653425227,"group4"
"389","market2","IOS APP","P24","P4",0.53381777529346,0.00647238653425227,"group4"
"390","market2","IOS APP","P24","P3",0.0788149804359978,0.00647238653425227,"group4"
"391","market2","IOS APP","P24","P19",0.0385690329793181,0.00647238653425227,"group4"
"392","market2","IOS APP","P24","P2",0.00670765790944662,0.00647238653425227,"group4"
"393","market2","IOS APP","P24","P23",0.0100614868641699,0.00647238653425227,"group4"
"394","market2","IOS APP","P24","P20",0.00782560089435439,0.00647238653425227,"group4"
"395","market2","IOS APP","P24","P1",0.0178870877585243,0.00647238653425227,"group4"
"396","market2","IOS APP","P24","P12",0.00391280044717719,0.00647238653425227,"group4"
"397","market2","IOS APP","P24","P10",0.0111794298490777,0.00647238653425227,"group4"
"398","market2","IOS APP","P24","P21",0.00111794298490777,0.00647238653425227,"group4"
"399","market2","IOS APP","P24","P22",0.000558971492453885,0.00647238653425227,"group4"
"400","market2","IOS APP","P24","P15",0.00335382895472331,0.00647238653425227,"group4"
"401","market2","IOS APP","P24","P18",0.0106204583566238,0.00647238653425227,"group4"
"402","market2","IOS APP","P24","P14",0.00782560089435439,0.00647238653425227,"group4"
"403","market2","IOS APP","P24","P16",0.00111794298490777,0.00647238653425227,"group4"
"404","market2","IOS APP","P24","B1",0.000558971492453885,0.00647238653425227,"group4"
"405","market2","IOS APP","P24","P17",0.00167691447736165,0.00647238653425227,"group4"
"406","market2","IOS APP","P21","P19",0.314895072992701,0.0317215679890016,"group4"
"407","market2","IOS APP","P21","AppClose",0.215214416058394,0.0317215679890016,"group4"
"408","market2","IOS APP","P21","P4",0.181569343065693,0.0317215679890016,"group4"
"409","market2","IOS APP","P21","P3",0.0545164233576642,0.0317215679890016,"group4"
"410","market2","IOS APP","P21","P14",0.0451642335766423,0.0317215679890016,"group4"
"411","market2","IOS APP","P21","P12",0.0233804744525547,0.0317215679890016,"group4"
"412","market2","IOS APP","P21","P23",0.0128877737226277,0.0317215679890016,"group4"
"413","market2","IOS APP","P21","P20",0.0222399635036496,0.0317215679890016,"group4"
"414","market2","IOS APP","P21","P2",0.010264598540146,0.0317215679890016,"group4"
"415","market2","IOS APP","P21","P1",0.0607892335766423,0.0317215679890016,"group4"
"416","market2","IOS APP","P21","P15",0.010036496350365,0.0317215679890016,"group4"
"417","market2","IOS APP","P21","P10",0.0168795620437956,0.0317215679890016,"group4"
"418","market2","IOS APP","P21","P16",0.00387773722627737,0.0317215679890016,"group4"
"419","market2","IOS APP","P21","P18",0.00992244525547445,0.0317215679890016,"group4"
"420","market2","IOS APP","P21","P9",0.00285127737226277,0.0317215679890016,"group4"
"421","market2","IOS APP","P21","P22",0.0030793795620438,0.0317215679890016,"group4"
"422","market2","IOS APP","P21","P17",0.00638686131386861,0.0317215679890016,"group4"
"423","market2","IOS APP","P21","B3",0.000228102189781022,0.0317215679890016,"group4"
"424","market2","IOS APP","P21","P7",0.00193886861313869,0.0317215679890016,"group4"
"425","market2","IOS APP","P21","P6",0.000342153284671533,0.0317215679890016,"group4"
"426","market2","IOS APP","P21","P13",0.000570255474452555,0.0317215679890016,"group4"
"427","market2","IOS APP","P21","P8",0.00148266423357664,0.0317215679890016,"group4"
"428","market2","IOS APP","P21","B1",0.000456204379562044,0.0317215679890016,"group4"
"429","market2","IOS APP","P21","P24",0.000456204379562044,0.0317215679890016,"group4"
"430","market2","IOS APP","P21","B2",0.000114051094890511,0.0317215679890016,"group4"
"431","market2","IOS APP","P21","P11",0.000456204379562044,0.0317215679890016,"group4"
"432","market2","IOS APP","P22","P4",0.483656127995101,0.0472603607025922,"group3"
"433","market2","IOS APP","P22","AppClose",0.192145755186404,0.0472603607025922,"group3"
"434","market2","IOS APP","P22","P10",0.0983694404041951,0.0472603607025922,"group3"
"435","market2","IOS APP","P22","P19",0.0249559825461226,0.0472603607025922,"group3"
"436","market2","IOS APP","P22","P9",0.103574982775779,0.0472603607025922,"group3"
"437","market2","IOS APP","P22","P21",0.0231952843910281,0.0472603607025922,"group3"
"438","market2","IOS APP","P22","P8",0.0476919543749522,0.0472603607025922,"group3"
"439","market2","IOS APP","P22","P15",0.00191380234249407,0.0472603607025922,"group3"
"440","market2","IOS APP","P22","P1",0.00788486565107556,0.0472603607025922,"group3"
"441","market2","IOS APP","P22","P12",0.00566485493378244,0.0472603607025922,"group3"
"442","market2","IOS APP","P22","P23",0.000535864655898339,0.0472603607025922,"group3"
"443","market2","IOS APP","P22","P14",0.00359794840388885,0.0472603607025922,"group3"
"444","market2","IOS APP","P22","P18",0.00375105259128837,0.0472603607025922,"group3"
"445","market2","IOS APP","P22","B3",0.000229656281099288,0.0472603607025922,"group3"
"446","market2","IOS APP","P22","P3",0.000612416749598102,0.0472603607025922,"group3"
"447","market2","IOS APP","P22","P6",0.000229656281099288,0.0472603607025922,"group3"
"448","market2","IOS APP","P22","P7",0.000382760468498813,0.0472603607025922,"group3"
"449","market2","IOS APP","P22","P20",0.000612416749598102,0.0472603607025922,"group3"
"450","market2","IOS APP","P22","P2",0.000229656281099288,0.0472603607025922,"group3"
"451","market2","IOS APP","P22","P17",0.000306208374799051,0.0472603607025922,"group3"
"452","market2","IOS APP","P22","P5",0.000153104187399525,0.0472603607025922,"group3"
"453","market2","IOS APP","P22","P16",0.000153104187399525,0.0472603607025922,"group3"
"454","market2","IOS APP","P22","P24",7.65520936997627e-05,0.0472603607025922,"group3"
"455","market2","IOS APP","P22","P11",7.65520936997627e-05,0.0472603607025922,"group3"
"456","market2","IOS APP","AppClose",NA,NA,1,"group1"
"1","market3","IOS APP","AppStart","AppClose",0.355081632845771,1,"group1"
"2","market3","IOS APP","AppStart","P19",0.311340308401243,1,"group1"
"3","market3","IOS APP","AppStart","P4",0.175878886884921,1,"group1"
"4","market3","IOS APP","AppStart","P3",0.035620532384019,1,"group1"
"5","market3","IOS APP","AppStart","P2",0.0299100102926318,1,"group1"
"6","market3","IOS APP","AppStart","P15",0.0107458853079763,1,"group1"
"7","market3","IOS APP","AppStart","P23",0.0124314217996053,1,"group1"
"8","market3","IOS APP","AppStart","B2",0.00438853268618804,1,"group1"
"9","market3","IOS APP","AppStart","P20",0.0072378919934656,1,"group1"
"10","market3","IOS APP","AppStart","P14",0.00739605858301621,1,"group1"
"11","market3","IOS APP","AppStart","B3",0.00160291215380402,1,"group1"
"12","market3","IOS APP","AppStart","P10",0.0110244473612147,1,"group1"
"13","market3","IOS APP","AppStart","P9",0.00485122897800776,1,"group1"
"14","market3","IOS APP","AppStart","P1",0.0105357834203643,1,"group1"
"15","market3","IOS APP","AppStart","P16",0.00153445198817764,1,"group1"
"16","market3","IOS APP","AppStart","P8",0.00508257712391762,1,"group1"
"17","market3","IOS APP","AppStart","P21",0.00353868235427427,1,"group1"
"18","market3","IOS APP","AppStart","P18",0.00507785573318477,1,"group1"
"19","market3","IOS APP","AppStart","P22",0.00220016808151009,1,"group1"
"20","market3","IOS APP","AppStart","P6",0.00103870596122794,1,"group1"
"21","market3","IOS APP","AppStart","P7",0.00138572818009273,1,"group1"
"22","market3","IOS APP","AppStart","B1",0.000332858046666226,1,"group1"
"23","market3","IOS APP","AppStart","P24",0.000368268477162633,1,"group1"
"24","market3","IOS APP","AppStart","P11",0.000217183973711296,1,"group1"
"25","market3","IOS APP","AppStart","P5",0.000193577020047025,1,"group1"
"26","market3","IOS APP","AppStart","P17",0.00074125834505812,1,"group1"
"27","market3","IOS APP","AppStart","P12",0.000141641721985628,1,"group1"
"28","market3","IOS APP","AppStart","P13",0.000101509900756367,1,"group1"
"29","market3","IOS APP","B1","AppClose",0.888020833333333,0.00090650702070802,"group2"
"30","market3","IOS APP","B1","P23",0.0260416666666667,0.00090650702070802,"group2"
"31","market3","IOS APP","B1","P16",0.0338541666666667,0.00090650702070802,"group2"
"32","market3","IOS APP","B1","P19",0.0234375,0.00090650702070802,"group2"
"33","market3","IOS APP","B1","P1",0.00520833333333333,0.00090650702070802,"group2"
"34","market3","IOS APP","B1","P14",0.00260416666666667,0.00090650702070802,"group2"
"35","market3","IOS APP","B1","P18",0.00520833333333333,0.00090650702070802,"group2"
"36","market3","IOS APP","B1","P20",0.0078125,0.00090650702070802,"group2"
"37","market3","IOS APP","B1","P15",0.00260416666666667,0.00090650702070802,"group2"
"38","market3","IOS APP","B1","P10",0.00520833333333333,0.00090650702070802,"group2"
"39","market3","IOS APP","P1","AppClose",0.114369501466276,0.0313948876781145,"group3"
"40","market3","IOS APP","P1","P10",0.42063313031055,0.0313948876781145,"group3"
"41","market3","IOS APP","P1","P21",0.271749755620723,0.0313948876781145,"group3"
"42","market3","IOS APP","P1","P22",0.058350251898639,0.0313948876781145,"group3"
"43","market3","IOS APP","P1","P14",0.0897059929317994,0.0313948876781145,"group3"
"44","market3","IOS APP","P1","P19",0.00684261974584555,0.0313948876781145,"group3"
"45","market3","IOS APP","P1","P4",0.0195503421309873,0.0313948876781145,"group3"
"46","market3","IOS APP","P1","P8",0.00714339424016843,0.0313948876781145,"group3"
"47","market3","IOS APP","P1","P12",0.0044364237912625,0.0313948876781145,"group3"
"48","market3","IOS APP","P1","P9",0.00496277915632754,0.0313948876781145,"group3"
"49","market3","IOS APP","P1","P3",0.000902323482968644,0.0313948876781145,"group3"
"50","market3","IOS APP","P1","P18",0.000300774494322881,0.0313948876781145,"group3"
"51","market3","IOS APP","P1","P23",0.000225580870742161,0.0313948876781145,"group3"
"52","market3","IOS APP","P1","P20",7.51936235807204e-05,0.0313948876781145,"group3"
"53","market3","IOS APP","P1","P15",0.000601548988645763,0.0313948876781145,"group3"
"54","market3","IOS APP","P1","P16",7.51936235807204e-05,0.0313948876781145,"group3"
"55","market3","IOS APP","P1","P13",7.51936235807204e-05,0.0313948876781145,"group3"
"56","market3","IOS APP","B2","AppClose",0.637237762237762,0.232009140612459,"group2"
"57","market3","IOS APP","B2","P2",0.206270702981229,0.232009140612459,"group2"
"58","market3","IOS APP","B2","P4",0.069838056680162,0.232009140612459,"group2"
"59","market3","IOS APP","B2","P3",0.0437983069562017,0.232009140612459,"group2"
"60","market3","IOS APP","B2","P19",0.0225432462274568,0.232009140612459,"group2"
"61","market3","IOS APP","B2","P15",0.00632591093117409,0.232009140612459,"group2"
"62","market3","IOS APP","B2","P20",0.00282940743467059,0.232009140612459,"group2"
"63","market3","IOS APP","B2","P23",0.00174825174825175,0.232009140612459,"group2"
"64","market3","IOS APP","B2","P14",0.00248435774751564,0.232009140612459,"group2"
"65","market3","IOS APP","B2","P1",0.00179425837320574,0.232009140612459,"group2"
"66","market3","IOS APP","B2","P16",0.00027603974972396,0.232009140612459,"group2"
"67","market3","IOS APP","B2","P9",0.00142620537357379,0.232009140612459,"group2"
"68","market3","IOS APP","B2","P21",0.000299043062200957,0.232009140612459,"group2"
"69","market3","IOS APP","B2","P10",0.00131118881118881,0.232009140612459,"group2"
"70","market3","IOS APP","B2","P8",0.00103514906146485,0.232009140612459,"group2"
"71","market3","IOS APP","B2","P18",0.00041405962458594,0.232009140612459,"group2"
"72","market3","IOS APP","B2","P24",0.000115016562384983,0.232009140612459,"group2"
"73","market3","IOS APP","B2","P22",0.000161023187338977,0.232009140612459,"group2"
"74","market3","IOS APP","B2","P17",4.60066249539934e-05,0.232009140612459,"group2"
"75","market3","IOS APP","B2","P6",2.30033124769967e-05,0.232009140612459,"group2"
"76","market3","IOS APP","B2","P12",2.30033124769967e-05,0.232009140612459,"group2"
"77","market3","IOS APP","P2","B2",0.734527806159685,0.129384991643138,"group4"
"78","market3","IOS APP","P2","AppClose",0.161509268719895,0.129384991643138,"group4"
"79","market3","IOS APP","P2","P4",0.0477667493796526,0.129384991643138,"group4"
"80","market3","IOS APP","P2","P19",0.0149248284921909,0.129384991643138,"group4"
"81","market3","IOS APP","P2","P3",0.0251605605021165,0.129384991643138,"group4"
"82","market3","IOS APP","P2","P15",0.00572909064370165,0.129384991643138,"group4"
"83","market3","IOS APP","P2","P20",0.00392278499489126,0.129384991643138,"group4"
"84","market3","IOS APP","P2","P23",0.00103999416143629,0.129384991643138,"group4"
"85","market3","IOS APP","P2","P14",0.00133192234710261,0.129384991643138,"group4"
"86","market3","IOS APP","P2","P1",0.00102174864983214,0.129384991643138,"group4"
"87","market3","IOS APP","P2","P9",0.000967012115019705,0.129384991643138,"group4"
"88","market3","IOS APP","P2","P10",0.000656838417749234,0.129384991643138,"group4"
"89","market3","IOS APP","P2","P8",0.000766311487374106,0.129384991643138,"group4"
"90","market3","IOS APP","P2","P21",0.000145964092833163,0.129384991643138,"group4"
"91","market3","IOS APP","P2","P18",0.000310173697270471,0.129384991643138,"group4"
"92","market3","IOS APP","P2","P22",5.47365348124361e-05,0.129384991643138,"group4"
"93","market3","IOS APP","P2","P16",5.47365348124361e-05,0.129384991643138,"group4"
"94","market3","IOS APP","P2","P24",9.12275580207269e-05,0.129384991643138,"group4"
"95","market3","IOS APP","P2","P17",1.82455116041454e-05,0.129384991643138,"group4"
"96","market3","IOS APP","P3","AppClose",0.396267557770729,0.16672174955855,"group4"
"97","market3","IOS APP","P3","P2",0.253794743996375,0.16672174955855,"group4"
"98","market3","IOS APP","P3","P4",0.225716470321704,0.16672174955855,"group4"
"99","market3","IOS APP","P3","P15",0.0382023108291799,0.16672174955855,"group4"
"100","market3","IOS APP","P3","P19",0.0455510874490258,0.16672174955855,"group4"
"101","market3","IOS APP","P3","B2",0.00882136384231989,0.16672174955855,"group4"
"102","market3","IOS APP","P3","P23",0.00291685545990032,0.16672174955855,"group4"
"103","market3","IOS APP","P3","P20",0.00201064793837789,0.16672174955855,"group4"
"104","market3","IOS APP","P3","P1",0.00395049841413684,0.16672174955855,"group4"
"105","market3","IOS APP","P3","P14",0.00402129587675578,0.16672174955855,"group4"
"106","market3","IOS APP","P3","P16",0.00048142274580879,0.16672174955855,"group4"
"107","market3","IOS APP","P3","P9",0.0041062528318985,0.16672174955855,"group4"
"108","market3","IOS APP","P3","P8",0.00579123244222927,0.16672174955855,"group4"
"109","market3","IOS APP","P3","P18",0.00135931128228364,0.16672174955855,"group4"
"110","market3","IOS APP","P3","P10",0.00475758948799275,0.16672174955855,"group4"
"111","market3","IOS APP","P3","P21",0.000792931581332125,0.16672174955855,"group4"
"112","market3","IOS APP","P3","P22",0.00100532396918894,0.16672174955855,"group4"
"113","market3","IOS APP","P3","P12",9.91164476665156e-05,0.16672174955855,"group4"
"114","market3","IOS APP","P3","P24",0.000283189850475759,0.16672174955855,"group4"
"115","market3","IOS APP","P3","P17",7.07974626189397e-05,0.16672174955855,"group4"
"116","market3","IOS APP","P4","AppClose",0.597315842727053,0.662609418230234,"group4"
"117","market3","IOS APP","P4","P3",0.182033888643457,0.662609418230234,"group4"
"118","market3","IOS APP","P4","P19",0.0502843054823218,0.662609418230234,"group4"
"119","market3","IOS APP","P4","P2",0.0476229496515655,0.662609418230234,"group4"
"120","market3","IOS APP","P4","P15",0.0228940730501204,0.662609418230234,"group4"
"121","market3","IOS APP","P4","P10",0.0280243975431446,0.662609418230234,"group4"
"122","market3","IOS APP","P4","P24",0.00924170953812829,0.662609418230234,"group4"
"123","market3","IOS APP","P4","P23",0.00453891208618945,0.662609418230234,"group4"
"124","market3","IOS APP","P4","P1",0.0129896965983098,0.662609418230234,"group4"
"125","market3","IOS APP","P4","B2",0.00207706887460632,0.662609418230234,"group4"
"126","market3","IOS APP","P4","P14",0.00653403827792108,0.662609418230234,"group4"
"127","market3","IOS APP","P4","P20",0.00276823759102763,0.662609418230234,"group4"
"128","market3","IOS APP","P4","P18",0.00363754257456784,0.662609418230234,"group4"
"129","market3","IOS APP","P4","P9",0.0114684128771145,0.662609418230234,"group4"
"130","market3","IOS APP","P4","P16",0.000516595174644796,0.662609418230234,"group4"
"131","market3","IOS APP","P4","P8",0.0125443559305126,0.662609418230234,"group4"
"132","market3","IOS APP","P4","P22",0.00164597910817859,0.662609418230234,"group4"
"133","market3","IOS APP","P4","P21",0.00265779310541392,0.662609418230234,"group4"
"134","market3","IOS APP","P4","P17",0.000972624018469168,0.662609418230234,"group4"
"135","market3","IOS APP","P4","P12",0.000156759915064628,0.662609418230234,"group4"
"136","market3","IOS APP","P4","P13",4.27527041085349e-05,0.662609418230234,"group4"
"137","market3","IOS APP","P4","P7",1.78136267118895e-05,0.662609418230234,"group4"
"138","market3","IOS APP","P4","P6",7.12545068475581e-06,0.662609418230234,"group4"
"139","market3","IOS APP","P4","P5",3.56272534237791e-06,0.662609418230234,"group4"
"140","market3","IOS APP","P4","B3",3.56272534237791e-06,0.662609418230234,"group4"
"141","market3","IOS APP","P5","AppClose",0.215573770491803,0.0028800483470411,"group4"
"142","market3","IOS APP","P5","P6",0.49344262295082,0.0028800483470411,"group4"
"143","market3","IOS APP","P5","B3",0.0680327868852459,0.0028800483470411,"group4"
"144","market3","IOS APP","P5","P7",0.149180327868852,0.0028800483470411,"group4"
"145","market3","IOS APP","P5","P15",0.0180327868852459,0.0028800483470411,"group4"
"146","market3","IOS APP","P5","P19",0.00901639344262295,0.0028800483470411,"group4"
"147","market3","IOS APP","P5","P18",0.00163934426229508,0.0028800483470411,"group4"
"148","market3","IOS APP","P5","P23",0.0155737704918033,0.0028800483470411,"group4"
"149","market3","IOS APP","P5","P1",0.00327868852459016,0.0028800483470411,"group4"
"150","market3","IOS APP","P5","P4",0.00245901639344262,0.0028800483470411,"group4"
"151","market3","IOS APP","P5","P11",0.00983606557377049,0.0028800483470411,"group4"
"152","market3","IOS APP","P5","P22",0.000819672131147541,0.0028800483470411,"group4"
"153","market3","IOS APP","P5","P14",0.00163934426229508,0.0028800483470411,"group4"
"154","market3","IOS APP","P5","P16",0.00573770491803279,0.0028800483470411,"group4"
"155","market3","IOS APP","P5","P20",0.00491803278688525,0.0028800483470411,"group4"
"156","market3","IOS APP","P5","P10",0.000819672131147541,0.0028800483470411,"group4"
"157","market3","IOS APP","P6","AppClose",0.229235272594219,0.0129035608728907,"group4"
"158","market3","IOS APP","P6","P7",0.467983900475668,0.0129035608728907,"group4"
"159","market3","IOS APP","P6","B3",0.0793999268203439,0.0129035608728907,"group4"
"160","market3","IOS APP","P6","P5",0.14690815953165,0.0129035608728907,"group4"
"161","market3","IOS APP","P6","P23",0.0272594218807172,0.0129035608728907,"group4"
"162","market3","IOS APP","P6","P15",0.0109769484083425,0.0129035608728907,"group4"
"163","market3","IOS APP","P6","P19",0.0111598975484815,0.0129035608728907,"group4"
"164","market3","IOS APP","P6","P16",0.00475667764361508,0.0129035608728907,"group4"
"165","market3","IOS APP","P6","P11",0.00804976216611782,0.0129035608728907,"group4"
"166","market3","IOS APP","P6","P21",0.000548847420417124,0.0129035608728907,"group4"
"167","market3","IOS APP","P6","P1",0.00256128796194658,0.0129035608728907,"group4"
"168","market3","IOS APP","P6","P24",0.000365898280278083,0.0129035608728907,"group4"
"169","market3","IOS APP","P6","P4",0.00256128796194658,0.0129035608728907,"group4"
"170","market3","IOS APP","P6","P14",0.00146359312111233,0.0129035608728907,"group4"
"171","market3","IOS APP","P6","P10",0.00128064398097329,0.0129035608728907,"group4"
"172","market3","IOS APP","P6","P20",0.00329308452250274,0.0129035608728907,"group4"
"173","market3","IOS APP","P6","P18",0.00146359312111233,0.0129035608728907,"group4"
"174","market3","IOS APP","P6","P9",0.000182949140139041,0.0129035608728907,"group4"
"175","market3","IOS APP","P6","P17",0.000548847420417124,0.0129035608728907,"group4"
"176","market3","IOS APP","B3","AppClose",0.825106382978723,0.00554763411110377,"group2"
"177","market3","IOS APP","B3","P15",0.00680851063829787,0.00554763411110377,"group2"
"178","market3","IOS APP","B3","P23",0.0225531914893617,0.00554763411110377,"group2"
"179","market3","IOS APP","B3","P7",0.0685106382978723,0.00554763411110377,"group2"
"180","market3","IOS APP","B3","P6",0.0357446808510638,0.00554763411110377,"group2"
"181","market3","IOS APP","B3","P5",0.00978723404255319,0.00554763411110377,"group2"
"182","market3","IOS APP","B3","P19",0.0131914893617021,0.00554763411110377,"group2"
"183","market3","IOS APP","B3","P16",0.0051063829787234,0.00554763411110377,"group2"
"184","market3","IOS APP","B3","P20",0.00340425531914894,0.00554763411110377,"group2"
"185","market3","IOS APP","B3","P14",0.00170212765957447,0.00554763411110377,"group2"
"186","market3","IOS APP","B3","P4",0.00170212765957447,0.00554763411110377,"group2"
"187","market3","IOS APP","B3","P11",0.00382978723404255,0.00554763411110377,"group2"
"188","market3","IOS APP","B3","P1",0.00127659574468085,0.00554763411110377,"group2"
"189","market3","IOS APP","B3","P10",0.000851063829787234,0.00554763411110377,"group2"
"190","market3","IOS APP","B3","P2",0.000425531914893617,0.00554763411110377,"group2"
"191","market3","IOS APP","P7","AppClose",0.120324189526185,0.0113596661032474,"group4"
"192","market3","IOS APP","P7","B3",0.0893599334995844,0.0113596661032474,"group4"
"193","market3","IOS APP","P7","P6",0.724438902743142,0.0113596661032474,"group4"
"194","market3","IOS APP","P7","P5",0.0334580216126351,0.0113596661032474,"group4"
"195","market3","IOS APP","P7","P23",0.00976724854530341,0.0113596661032474,"group4"
"196","market3","IOS APP","P7","P15",0.00477971737323358,0.0113596661032474,"group4"
"197","market3","IOS APP","P7","P19",0.00457190357439734,0.0113596661032474,"group4"
"198","market3","IOS APP","P7","P20",0.00477971737323358,0.0113596661032474,"group4"
"199","market3","IOS APP","P7","P11",0.00270157938487116,0.0113596661032474,"group4"
"200","market3","IOS APP","P7","P10",0.000623441396508728,0.0113596661032474,"group4"
"201","market3","IOS APP","P7","P1",0.00124688279301746,0.0113596661032474,"group4"
